Posted On,BHK,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,Rent
,2,550,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,"India-, Kolkata",Unfurnished,Ba=c&helors,1,Contact Owner,7500
44733,1,550,1 out of 2,Super Area,Jyangra,$-9 Kolkata,,Bachelors/Family=>,2,Contact Owner,6500
,1,200,2 out of 3,,Barasat,India-} Kolkata,Unfurnished,Bachelors/F][amily,,Contact Owner,3000
44742,2,650,1 out of 2,,,India-: Kolkata,Unfurnished,Bache(l?ors,1,,5200
44734,2,1000,1 out of 1,,"Tagore Park, Kasba",,Furnished,B.achelors/F]amily,2,Contact Owner,25000
44708,2,680,Ground out of 2,Carpet Area,Barrackpore,:-9 Kolkata,Unfurnished,Bach.elors/Famil=y,2,Contact Owner,12500
44729,2,720,Ground out of 1,,"Silpara, Purba Barisha",India-{ Kolkata,Unfurnished,Bache'lors$/Family,2,,8500
44732,2,500,4 out of 5,,Konnagar,"""-9 Kolkata",Unfurnished,B|.achelors,1,Contact Owner,3500
44742,,,Ground out of 2,Super Area,Madhyam Gram,}-9 Kolkata,,Bache>lors/Fam.ily,,Contact Owner,7000
,1,160,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",India-] Kolkata,,"Bachelor""s/Fa;mily",1,,3000
44731,2,,,Carpet Area,Salt Lake City Sector 5,?-9 Kolkata,Unfurnished,]Bachelors/Fami?ly,2,Contact Agent,14000
44729,1,700,Ground out of 4,Super Area,Salt Lake City Sector 3,India-^ Kolkata,Furnished,Ba^chelors/'Family,1,Contact Owner,18000
44725,1,,Ground out of 1,Super Area,Dum Dum Cantonment,"India-, Kolkata",,Bache^lors/Family.,1,Contact Owner,3500
44728,2,1250,Ground out of 1,Super Area,Kasba,India-^ Kolkata,Unfurnished,Bach=elors/Fa/mily,2,Contact Agent,16000
,4,1600,Ground out of 3,Super Area,Salt Lake City,,Unfurnished,Bachelo>rs/F-amily,3,Contact Owner,35000
44716,,700,Ground out of 2,Super Area,,+-9 Kolkata,Semi-Furnished,Bachelors|;/Family,1,Contact Owner,21000
44728,1,450,,Super Area,"Silpara, Purba Barisha",.-9 Kolkata,Unfurnished,Bach$elors>/Family,1,Contact Owner,4500
44716,,839,,Super Area,Howrah,|-9 Kolkata,Semi-Furnished,Bac/he*lors/Family,2,Contact Owner,15000
44743,1,230,Ground out of 3,Super Area,Birati,^-9 Kolkata,Unfurnished,,1,Contact Owner,4500
44687,1,1800,Ground out of 2,Super Area,Baranagar,,Unfurnished,Bach|>elors/Family,1,,5500
44691,,800,1 out of 2,Super Area,Baguihati,_-9 Kolkata,Unfurnished,Ba-che<lors/Family,2,Contact Owner,8500
44708,1,500,Ground out of 1,Carpet Area,BRAHMAPUR NEAR BANSDRONI,India-# Kolkata,Semi-Furnished,"B,ache'lors/Family",1,Contact Owner,5000
44703,2,620,Ground out of 1,Carpet Area,Kasba,&-9 Kolkata,Unfurnished,B<(achelors,1,Contact Owner,8500
44675,,650,2 out of 3,Carpet Area,,{-9 Kolkata,Unfurnished,Bach'elo@rs/Family,1,Contact Owner,9000
44704,1,550,1 out of 2,,"Naktala, Garia",[-9 Kolkata,Semi-Furnished,Bachelors;/Famil(y,,,7500
44674,2,450,1 out of 3,Carpet Area,safuipara,,Furnished,Bach[e^lors,2,Contact Owner,7000
44675,3,1350.0Square Feet,1 out of 2,,"Annapurna Apartment, Rajarhat Chowmatha","India-"" Kolkata",Unfurnished,Fam'ily%,2,Contact Owner,15000
44687,2,,2 out of 2,Super Area,"Park Circus, Ballygunge",India-- Kolkata,,=-Bachelors/Famil/y,2,Contact Owner,7000
44712,3,1200,2 out of 4,Super Area,Belghoria,]-9 Kolkata,Furnished,"Ba,chelor=s/Family",,Contact Owner,10000
44737,2,700,1 out of 2,Super Area,"Haridevpur, Paschim Putiary",(-9 Kolkata,Unfurnished,Bachelo]rs/F=amily,1,Contact Agent,7000
44739,3.0 room,,1 out of 3,,Bhawanipur,India-+ Kolkata,Furnished,Bac{helor:s/Family,2,,3200
44731,,,Ground out of 3,Carpet Area,Santoshpur,India-= Kolkata,Semi-Furnished,,1,Contact Owner,6000
44731,,900,1 out of 3,Super Area,Tollygunge,India-* Kolkata,,B}achelors/Fami*ly,2,Contact Owner,12000
44712,2,,Ground out of 1,,Behala,India-) Kolkata,Unfurnished,Bachelor-s/Fami#ly,1,,6000
44743,3,1250,1 out of 2,Super Area,Jaffarpore Rifle Range Road,?-9 Kolkata,Unfurnished,,2,Contact Owner,10000
44712,,1000,2 out of 2,,Dariya,_-9 Kolkata,Semi-Furnished,Bachelors/Fa>mil>y,3,Contact Owner,12000
44715,2,600,Ground out of 2,Super Area,Howrah,+-9 Kolkata,Semi-Furnished,Bachelors/Fam#il.y,1,Contact Owner,8000
44742,2,650,1 out of 1,CARPET AREA,Sodepur,India-# Kolkata,Unfurnished,"<Bachelors/Fam""ily",1,Contact Owner,5300
44736,,450,2 out of 3,Carpet Area,Liluah,India-$ Kolkata,,=Bache<lors,1,Contact Owner,5000
44723,3,800,Ground out of 2,Super Area,Near DumDum Metro,India-) Kolkata,,Bachel}[ors/Family,2,Contact Owner,8500
44731,3,1000,Ground out of 3,Carpet Area,"Sukanta Nagar, New Barrakpur",+-9 Kolkata,Semi-Furnished,Bac&helors/Fa:mily,2,Contact Owner,22000
44731,2,,Ground out of 3,Super Area,"Kumarpara, Narendrapur",%-9 Kolkata,Unfurnished,^>Bachelors/Family,1,Contact Owner,7000
44737,3,1400,,Carpet Area,Salt Lake City,India-] Kolkata,Furnished,=-B>achelors,3,Contact Agent,25000
44723,2,600,1 out of 4,Carpet Area,,India-@ Kolkata,Semi-Furnished,B|achelor<s,1,Contact Owner,7000
44725,,723,Ground out of 3,Carpet Area,Narendrapur,>-9 Kolkata,Furnished,,1,Contact Owner,15000
44731,1,320,,Carpet Area,,=-9 Kolkata,Unfurnished,B(achelors/Famil_y,1,Contact Owner,6000
44729,2,900,Ground out of 3,Super Area,,^-9 Kolkata,Semi-Furnished,Bachelors/F'amil}y,1,,8000
44708,3,1400,Ground out of 2,Carpet Area,Salt Lake City Sector 2,India-$ Kolkata,,,2,Contact Agent,40000
44736,1,2160,1 out of 2,Super Area,Kasba,"India-, Kolkata",Semi-Furnished,B]achel{ors,1,Contact Owner,6000
44734,2,650,Ground out of 2,Carpet Area,kasba bosepukur,\-9 Kolkata,Semi-Furnished,B&achel*ors/Family,1,Contact Owner,15000
44728,2,800,,,Kanchrapara,"India-, Kolkata",Semi-Furnished,Bach@elors/Fam}ily,1,Contact Owner,6500
44720,3,,2 out of 3,Super Area,Bansdroni,India-- Kolkata,Semi-Furnished,Bac\helors/Family(,1,Contact Owner,8000
44686,1,500,Ground out of 2,,"Garia Station, Garia",^-9 Kolkata,Unfurnished,#Bachelor\s/Family,1,Contact Owner,5500
44740,3,1700,1 out of 2,Super Area,Panchanantala Road,&-9 Kolkata,Semi-Furnished,Ba<chelo:rs/Family,2,Contact Owner,9000
44678,1,130,,Carpet Area,Bow Bazar,.-9 Kolkata,Semi-Furnished,Bachelors/F&amil<y,,Contact Owner,6000
44695,,505,Ground out of 3,Super Area,Kasba,[-9 Kolkata,Furnished,Bac:helors/Fami$ly,1,Contact Owner,15000
44746,4,4000,,Super Area,"Sakher Bazar, Purba Barisha",@-9 Kolkata,Furnished,Bachelors/Fam&il|y,3,Contact Agent,30000
44703,,1250,,Super Area,New Alipore,India-; Kolkata,Unfurnished,|Bachelor=s/Family,2,Contact Owner,30000
,,700,Ground out of 2,,My Own House,,Unfurnished,Bachelor_s/Fami.ly,1,,5000
44724,2,900,Ground out of 1,,"Park Circus, Ballygunge",?-9 Kolkata,Unfurnished,-Ba#chelors,1,Contact Owner,15000
,1.0 room,650,1 out of 1,Super Area,Joka,:-9 Kolkata,Semi-Furnished,Bachelors/Fam[=ily,1,Contact Owner,6500
44741,2,750,Ground out of 1,Super Area,Azadgarh,India-= Kolkata,Furnished,B?achelor;s/Family,1,Contact Owner,4500
44688,2,450,Ground out of 3,Carpet Area,,,Unfurnished,Bach?elors/Fa)mily,1,Contact Owner,7000
44737,1,350,1 out of 2,Carpet Area,Dhakuria,$-9 Kolkata,Semi-Furnished,^Bachelors/'Family,1,Contact Owner,6500
44724,1,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,:-9 Kolkata,Furnished,,2,,17500
44730,,900,Ground out of 3,Super Area,Garia,[-9 Kolkata,Unfurnished,]Bache'lors/Family,1,,10000
44705,1,200,,,Santoshpur,@-9 Kolkata,Semi-Furnished,B#achelors/F+amily,1,Contact Owner,1500
,,,2 out of 3,Super Area,,India-^ Kolkata,Unfurnished,Bachel<ors/F*amily,,Contact Owner,25000
44679,,800,1 out of 2,,Kasba,India-\ Kolkata,Unfurnished,",Ba+chelors/Family",1,Contact Owner,12000
44717,3,1000,Ground out of 2,Carpet Area,south station pally dankuni,India-. Kolkata,,"""Bachelo'rs/Family",2,Contact Owner,7500
44723,,800,1 out of 2,,Kumargali,India-' Kolkata,Unfurnished,Ba}ch}elors/Family,1,Contact Owner,7000
44741,1,,Upper Basement out of 4,Super Area,Baguihati,"""-9 Kolkata",Semi-Furnished,B<achelor%s/Family,1,Contact Owner,3500
,3,1190,1 out of 2,,Sarsuna,$-9 Kolkata,Unfurnished,B&achel&ors/Family,2.0 Bathrooms,Contact Owner,10000
44698,2,900,Ground out of 2,Carpet Area,Salt Lake City,'-9 Kolkata,Unfurnished,.Bachelors(,2,Contact Agent,14000
44709,2,,,Super Area,Garia,%-9 Kolkata,,Bachel)or&s/Family,2,Contact Owner,15000
,2,600,,Super Area,Thakurpukur,=-9 Kolkata,Unfurnished,Bac}helors/F<amily,,Contact Owner,6500
44695,3,800,Ground out of 4,Super Area,Brahmapur,;-9 Kolkata,Unfurnished,Bachel_ors/[Family,1,Contact Owner,10000
44690,2,800,1 out of 2,Carpet Area,Santoshpur,",-9 Kolkata",Unfurnished,,2,,10500
,3,900,Ground out of 3,Carpet Area,,,,"Bach,elors/F_amily",2,Contact Owner,10000
,,,Ground out of 3,Carpet Area,Purba Barisha,",-9 Kolkata",Semi-Furnished,^Bachelors/Fam#ily,1,Contact Owner,5000
44741,2,800,Ground out of 2,Carpet Area,Sodepur,^-9 Kolkata,Unfurnished,"B""|achelors/Family",1,Contact Owner,9000
44735,2,1600,Ground out of 3,CARPET AREA,Jadavpur University,,Unfurnished,Bachelo*^rs,2,Contact Owner,20000
44693,3,1012,2 out of 3,Carpet Area,Salt Lake City Sector 1,^-9 Kolkata,Semi-Furnished,Bachelors/(Fami<ly,2,Contact Owner,35000
44680,3,1200,Ground out of 2,Carpet Area,"Pathak Para, Behala",India-^ Kolkata,Unfurnished,Ba-ch-elors,2,Contact Owner,15000
,,700,,,Salt Lake City Sector 1,+-9 Kolkata,Furnished,"Bachelo,r/s/Family",1,Contact Owner,20000
44690,2,,,SUPER AREA,,#-9 Kolkata,Semi-Furnished,Bachelors/Fa*mil-y,1,Contact Owner,12000
44742,2,800,Ground out of 3,Carpet Area,Thakurpukur,#-9 Kolkata,Unfurnished,B*ac[helors,1,Contact Owner,8000
44686,1,,Ground out of 1,,Hatiara,India-\ Kolkata,Semi-Furnished,Bachelors{/F-amily,1,Contact Owner,3000
44701,,1200,Ground out of 1,Carpet Area,"Haridevpur, Paschim Putiary",!-9 Kolkata,Semi-Furnished,Bac')helors,2.0 Bathrooms,Contact Owner,20000
,1,450,Ground out of 2,Carpet Area,Salt Lake City Sector 2,India-: Kolkata,Unfurnished,Ba\ch|elors,,Contact Agent,9000
44737,3,950,Ground out of 2,Carpet Area,"Rabindrapally, Garia",;-9 Kolkata,Unfurnished,,2,Contact Owner,13000
44742,,350,Ground out of 2,Carpet Area,,,Unfurnished,B)achelors(/Family,,,7000
44715,1,450,Ground out of 3,Carpet Area,Salt Lake City Sector 5,>-9 Kolkata,Unfurnished,Bachelo|rs/Fam/ily,1,Contact Agent,9000
,1,550,Ground out of 2,Carpet Area,"Bangur Avenue, Lake Town",=-9 Kolkata,Semi-Furnished,:Bachelo%rs,1,Contact Owner,9000
44700,2,300,Ground out of 1,Carpet Area,Keshtopur,India-# Kolkata,Unfurnished,"Ba""chelors?",,Contact Owner,10000
44690,3,1250,Ground out of 3,Super Area,"Sakher Bazar, Purba Barisha",,Semi-Furnished,Bachelors/F-am#ily,2,,15000
44734,2,700,2 out of 3,Super Area,Garia,India-< Kolkata,Unfurnished,Bachelo-rs/Fam|ily,1,,7000
44712,3,812,Ground out of 3,Super Area,,India-* Kolkata,,"Bachelors[/Fami""ly",2,,8000
44733,,550,Ground out of 2,,"Kalabagan, Tollygunge",India-. Kolkata,Unfurnished,Bache_lors/Fam*ily,1,Contact Owner,8000
,1,500,Ground out of 1,Super Area,,[-9 Kolkata,Semi-Furnished,Bachelors/Fam!}ily,1,Contact Owner,5000
44735,,320,1 out of 2,Carpet Area,,India-# Kolkata,Furnished,"Bachelo,r\s",1,,14000
44686,,600,Ground out of 2,,"Anandapuri, Barrackpore",India-( Kolkata,Unfurnished,Bache?(lors/Family,1,Contact Owner,5000
44713,2,420,Ground out of 2,Carpet Area,Barasat,[-9 Kolkata,Unfurnished,Bac#he#lors,1,,5000
44741,,1100,Ground out of 2,,Rabindrapally Kestopur,India-< Kolkata,Unfurnished,Ba[chelo{rs,1,Contact Owner,12000
,1,,3 out of 4,Super Area,Sodepur,?-9 Kolkata,Unfurnished,Ba:chelors/<Family,1,Contact Owner,3200
44722,2,,,Carpet Area,Nungi More,,Semi-Furnished,Bache#lors/Fa+mily,,Contact Owner,8500
44718,3,1200,Ground out of 2,Carpet Area,"Baishnabghata, Garia",--9 Kolkata,Unfurnished,Bachelors)/Fa!mily,,,16000
44704,,800,Ground out of 3,Carpet Area,,$-9 Kolkata,Unfurnished,Bache[>lors/Family,2,Contact Owner,14000
44728,1,300,Ground out of 1,,Bansdroni,^-9 Kolkata,Furnished,,1,Contact Agent,8000
44707,2,,Ground out of 2,Carpet Area,Baruipur,India-? Kolkata,Unfurnished,Bache#lor-s/Family,1,Contact Owner,7000
44711,1,600,1 out of 2,,Garia,India-^ Kolkata,Furnished,,1.0 Bathrooms,Contact Owner,8000
44720,1,350,Ground out of 3,Super Area,Belghoria,/-9 Kolkata,Unfurnished,Bachelors/Fam{i@ly,1,Contact Owner,3000
,,,1 out of 3,Carpet Area,Nalta,\-9 Kolkata,Unfurnished,Bachelo;r;s,1,Contact Owner,3800
,1,400,,Super Area,"Vivek Nagar, Garfa",#-9 Kolkata,Unfurnished,Bachelors/F|a}mily,1,Contact Owner,6500
44685,3,1750,Ground out of 3,Super Area,Kalindi,India-) Kolkata,Semi-Furnished,Bachelors/F?ami:ly,3,,20000
44685,3.0 room,1600,,Super Area,Ballygunge,India-] Kolkata,Unfurnished,Bachelors/Fa*mily',2,Contact Owner,30000
,1,300,Ground out of 2,Carpet Area,Salt Lake City Sector 5,%-9 Kolkata,,Bachelors/F|am?ily,1,Contact Agent,8000
44737,,1100,1 out of 3,Super Area,"Survey park, Santoshpur, kolkata",India-\ Kolkata,Semi-Furnished,B=achelors/Famil|y,,Contact Owner,14000
,2,830,Ground out of 3,Super Area,,{-9 Kolkata,Unfurnished,Bache|lors/Fa:mily,1,Contact Owner,7200
44701,2,600,,Carpet Area,2 BHK,+-9 Kolkata,Semi-Furnished,Bachelors/Fam:i]ly,2,Contact Owner,7000
44713,1,500,1 out of 2,Super Area,Baranagar,India-> Kolkata,Unfurnished,"Bachel,{ors",2,Contact Owner,7000
,2,900,1 out of 2,,Dum Dum Cantonment,India-< Kolkata,,Bachelors/+F%amily,1,Contact Owner,7500
44742,2,1250,Ground out of 1,Carpet Area,Barasat,\-9 Kolkata,,F:ami{ly,2,Contact Owner,8500
44715,2,,Ground out of 2,,,;-9 Kolkata,Unfurnished,B-ac}helors,1,Contact Agent,12000
44734,1,,Ground out of 1,,Dakshineswar,_-9 Kolkata,Unfurnished,Bach[elo=rs,2,,8500
44741,2,550,Ground out of 1,,"Garia Station, Garia",India-{ Kolkata,Unfurnished,Bachelo:rs/'Family,1,Contact Owner,9500
44742,,550,Ground out of 1,Carpet Area,"New Garia Metro, New Garia",:-9 Kolkata,Furnished,Bachelors/Famil\>y,2,Contact Owner,7500
44727,2,1200,,Super Area,Hati Bagan - Bansdroni,",-9 Kolkata",Unfurnished,,1,Contact Owner,12000
44727,3,,Ground out of 1,,Salt Lake City Sector 2,&-9 Kolkata,Unfurnished,Bachel^ors+,,Contact Agent,20000
44741,,,Ground out of 1,Super Area,Howrah,|-9 Kolkata,Semi-Furnished,,1,Contact Owner,8500
44727,3,1050,Ground out of 1,,Salt Lake City Sector 2,,Unfurnished,,2,,20000
,2,960,,Super Area,Dum Dum,;-9 Kolkata,Semi-Furnished,"Bachelo""rs/F<amily",2,Contact Owner,6000
44711,2,650,1 out of 1,Carpet Area,Joka,:-9 Kolkata,,Bachelors[/Family&,2,Contact Owner,5500
44702,1,,Ground out of 2,Super Area,Kasba,?-9 Kolkata,Semi-Furnished,Bachelors$/Famil^y,1,Contact Owner,7000
44702,2,500,Ground out of 1,Super Area,Dum Dum Metro,India-[ Kolkata,Semi-Furnished,$Bachelors/Famil-y,2,Contact Owner,7000
,1,450,3 out of 4,Super Area,"Baishnabghata Patuli Township, Patuli",India-' Kolkata,Unfurnished,"F""ami{ly",,Contact Owner,6500
44741,2,850,1 out of 2,SUPER AREA,Agarpara,.-9 Kolkata,Unfurnished,Bac)h&elors,2,Contact Owner,10000
44743,1,300,,Carpet Area,Dum Dum,India-* Kolkata,Unfurnished,B-ach=elors/Family,1,Contact Agent,5200
44676,2,1000,,Carpet Area,"N.S.C Bose Road (Near Ushagate), New Alipore",/-9 Kolkata,,Bachelors/F.ami'ly,3,Contact Owner,13000
44705,2,500,1 out of 3,Carpet Area,Garia,India-] Kolkata,Unfurnished,Bach&elors/Fami]ly,1,,7000
44693,2,756,Ground out of 3,Carpet Area,Dashadron Newtown Rajarhat,*-9 Kolkata,Semi-Furnished,"Bachelor,^s/Family",,,12000
44674,1,1000,2 out of 3,Super Area,Barrackpore,",-9 Kolkata",Unfurnished,Bachel@ors/Family\,,Contact Owner,15000
44686,,150,1 out of 2,,Anandapur,,Unfurnished,Bachelo&rs(/Family,1,Contact Owner,5000
44695,1,,Ground out of 2,Carpet Area,,}-9 Kolkata,Unfurnished,Ba}chelo;rs,1,Contact Owner,8000
,2,,2 out of 3,Super Area,"Gandhi Colony, Netaji Nagar",_-9 Kolkata,Unfurnished,Bac&h]elors,2,Contact Agent,8000
44729,1,,3 out of 3,Super Area,Em Bypass South East,,,B(ac)helors,,,5000
44733,2,800,Ground out of 1,Super Area,"Gandhi Colony, Netaji Nagar",,Unfurnished,Bac=]helors,1,Contact Agent,10000
44736,2,288,2 out of 3,Carpet Area,,,Unfurnished,Bachel#o}rs,1,,12000
44723,2,900,Ground out of 1,Super Area,,India-: Kolkata,Unfurnished,Bache#lors/Fa<mily,2,Contact Owner,8000
44745,2,850,1 out of 1,Carpet Area,,=-9 Kolkata,Unfurnished,B-achelors*,,Contact Agent,21000
44719,1,350,1 out of 1,Carpet Area,Thakurpukur,India-; Kolkata,,'>Bachelors,1,Contact Owner,5000
44678,2,,Ground out of 2,Super Area,Baghajatin,>-9 Kolkata,Unfurnished,Bac(helors/Fam+ily,1,Contact Owner,9000
44738,2,1600.0Square Feet,Ground out of 2,Carpet Area,Kalyani,India-& Kolkata,Semi-Furnished,Bach+elors+,,Contact Owner,8000
44723,2,986,,CARPET AREA,Pranthik Society Library Road Bhadreswar,India-& Kolkata,Unfurnished,:Bach]elors,1,Contact Owner,7000
,3,,1 out of 3,Carpet Area,Salt Lake City Sector 2,India-{ Kolkata,Unfurnished,Bac/helo<rs,2,Contact Agent,35000
44695,3,,Ground out of 3,Super Area,Lake Town,--9 Kolkata,Semi-Furnished,B-achelors/Fa)mily,2,Contact Owner,15000
44703,2,800,Ground out of 2,Carpet Area,Kestopur,,Unfurnished,,,Contact Owner,6200
44707,2,800,1 out of 4,Carpet Area,Bijoygarh,India-) Kolkata,,,1,Contact Owner,9900
44745,2,850,Ground out of 3,,Baranagar,;-9 Kolkata,Unfurnished,Bache|lors[,1,Contact Owner,7000
44691,1,322,1 out of 3,Carpet Area,Dum Dum Metro,,,,1,Contact Agent,5000
44731,2,800,,Carpet Area,Agarpara,,Furnished,Bach'elors/Family@,1,Contact Owner,6500
44745,,1500,Ground out of 2,Carpet Area,Salt Lake City Sector 1,>-9 Kolkata,Unfurnished,"%Ba""chelors",2,Contact Agent,40000
44720,3,,,Super Area,Salt Lake City,India-[ Kolkata,Semi-Furnished,Bac<hel[ors/Family,2,Contact Owner,40000
44738,2,957,1 out of 2,Carpet Area,Dasnagar,India-< Kolkata,Furnished,^Bachelor!s,2,Contact Owner,12000
,,,1 out of 3,Carpet Area,Baksara,India-- Kolkata,Unfurnished,Bac%h-elors,,Contact Owner,6500
44735,2,900,Ground out of 2,Carpet Area,Birati,;-9 Kolkata,Unfurnished,,2,Contact Owner,10000
44741,2,600,Ground out of 2,Super Area,,,Semi-Furnished,Bachelo_rs/F$amily,1,Contact Owner,15000
44690,1,350,,,Agarpara,,Semi-Furnished,Bach;elors/Family<,1,Contact Owner,5000
44730,2,800,Ground out of 2,SUPER AREA,Thakurpukur,!-9 Kolkata,Unfurnished,"Bachelo""rs/F^amily",1,Contact Owner,7000
44712,2,320,,Carpet Area,"Baishnabghata Patuli, Patuli",India-\ Kolkata,Unfurnished,Bachelor(s/Family#,,Contact Owner,6000
44680,,800,Ground out of 4,,Jyangra,India-( Kolkata,Unfurnished,B^achelor@s/Family,,Contact Owner,15000
44745,2,700,1 out of 1,Carpet Area,Baghajatin,>-9 Kolkata,Semi-Furnished,Ba&ch#elors,2,Contact Owner,10000
44746,2,1200,1 out of 2,,Salt Lake City Sector 1,India-} Kolkata,Semi-Furnished,,2,,22000
,,750,1 out of 2,Carpet Area,,+-9 Kolkata,Semi-Furnished,,1,Contact Owner,8500
44746,3,1200,Ground out of 3,Super Area,Salt Lake City Sector 1,^-9 Kolkata,Semi-Furnished,Bachelors/F^am;ily,3,Contact Agent,35000
,2,450,Ground out of 4,Carpet Area,"Gandhi Colony, Netaji Nagar","""-9 Kolkata",Unfurnished,,1,Contact Owner,7000
44738,3,1430,Ground out of 2,Super Area,,India-: Kolkata,Semi-Furnished,Bach@elor]s/Family,1,Contact Owner,8500
44690,2,450,1 out of 3,Super Area,Dum Dum Metro,^-9 Kolkata,,Bachelors/F'*amily,1,,6000
44740,4,800,Ground out of 1,Super Area,Behala,.-9 Kolkata,Semi-Furnished,Bachelors:/Family<,3,Contact Owner,35000
44715,,400,1 out of 2,Super Area,Thakurpukur,,Unfurnished,*Bachelors/Fam'ily,1,,6000
44674,2,650,1 out of 2,Super Area,"Garia Station, Garia",\-9 Kolkata,Unfurnished,Ba?chelors/Fami+ly,1,Contact Owner,8000
44719,1,450,,Carpet Area,"Fartabad, Garia",\-9 Kolkata,,,1,Contact Owner,5000
44705,2,600,Ground out of 4,Super Area,,India-) Kolkata,,Bachelors/F:a=mily,1,Contact Owner,6000
44722,,,1 out of 3,Carpet Area,Lake Town,(-9 Kolkata,Unfurnished,Fa\mily[,2,Contact Owner,15000
44694,2,700,,Carpet Area,Baguiati,"India-"" Kolkata",Unfurnished,Bachel;(ors,1,Contact Owner,9000
44694,1,300,Ground out of 1,,Barrackpore,India-^ Kolkata,Unfurnished,:_Bachelors,1,Contact Agent,5000
44707,3,,1 out of 4,SUPER AREA,"Ramkrishna Pally, Kaikhali",*-9 Kolkata,Unfurnished,Bac'helors/Fa>mily,3,Contact Owner,8000
44745,3,,Ground out of 1,Carpet Area,Salt Lake City Sector 2,India-\ Kolkata,Unfurnished,Bac\hel&ors,2,Contact Agent,35000
,,400,Ground out of 1,Super Area,"Shyam Villa V, Dum Dum",India-- Kolkata,Unfurnished,Bachelors#/Fami=ly,1,Contact Agent,5500
,3,1320,Ground out of 2,Carpet Area,Salt Lake City Sector 1,.-9 Kolkata,Unfurnished,B<achelo_rs,2,Contact Agent,35000
44675,2.0 room,1000,,,"Anandapuri, Barrackpore",,Furnished,Ba=chelors/Famil@y,2,Contact Owner,11000
44679,2,700,,Carpet Area,"Sarat Ghosh Garden, Dhakuria",>-9 Kolkata,Unfurnished,Ba%chelo/rs,1,Contact Owner,10000
44691,2,800,Ground out of 2,Carpet Area,locality,,Unfurnished,^Bache%lors/Family,,Contact Owner,6500
44720,2,,Ground out of 3,Super Area,Baguiati,India-& Kolkata,Furnished,*Bachelors/Fam:ily,,Contact Owner,6000
,,1700,Ground out of 2,Super Area,Salt Lake City,India-< Kolkata,Unfurnished,Bache_lor@s/Family,2,Contact Owner,36125
,2,600,Ground out of 2,,Purba Putiary,,Unfurnished,,1,Contact Owner,6800
44732,2,850,1 out of 2,,Barasat,India-\ Kolkata,,,2,Contact Owner,8500
44703,,550,1 out of 3,CARPET AREA,Birati,India-( Kolkata,Unfurnished,<Bache)lors,1,,5000
44742,1,650.0Square Feet,Ground out of 2,Carpet Area,"Garia Station, Garia",India-% Kolkata,,Bachelors/Fam:il&y,1,Contact Owner,6500
44674,,800,Ground out of 1,Carpet Area,Santragachi,India-' Kolkata,,Bachelors/Fami$l$y,1,Contact Owner,6500
44712,2,475,,Super Area,Birati,India-$ Kolkata,Unfurnished,Bachelors/Fa</mily,1,Contact Owner,4500
44731,1,200,Ground out of 1,Carpet Area,,India-' Kolkata,Unfurnished,"Bach.elors/Famil,y",1,Contact Agent,6000
,1,400,Ground out of 2,Carpet Area,Salt Lake City Sector 5,India-' Kolkata,Unfurnished,"Ba[chelors/""Family",1,,10000
,1,500,Ground out of 2,,"Madurdaha, Hussainpur",}-9 Kolkata,Furnished,Bache^lors/Famil=y,1,Contact Agent,12000
44731,2,550.0Square Feet,,Carpet Area,Salt Lake City Sector 5,}-9 Kolkata,Unfurnished,Bachel{ors@/Family,1,Contact Agent,12000
44712,2,800,1 out of 2,Super Area,,#-9 Kolkata,Unfurnished,Bac_helors/Family#,1,Contact Owner,12000
